# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.398674398660659790e-02 2.842948399484157562e-02 4.347094148397445679e-02 2.087232423946261406e-03 4.732169676572084427e-03 1.162950634956359863e+00 2.205167897045612335e-03 1.123526599258184433e-02 2.430380322039127350e-03 1.400110218673944473e-02 2.917743660509586334e-02 4.466915130615234375e-02 2.087232423946261406e-03 4.732169676572084427e-03 1.162950634956359863e+00 2.205167897045612335e-03 1.123526599258184433e-02 2.430380322039127350e-03
1.000000000000000000e+03 2.250711061060428619e-02 2.066418528556823730e-03 8.884426206350326538e-03 2.745023183524608612e-02 1.545440405607223511e-02 3.564726561307907104e-02 1.047595520503818989e-03 3.314297180622816086e-03 1.508654386270791292e-04 2.190864644944667816e-02 1.936123822815716267e-03 5.216419696807861328e-03 2.745023183524608612e-02 1.545440405607223511e-02 3.564726561307907104e-02 1.047595520503818989e-03 3.314297180622816086e-03 1.508654386270791292e-04
2.000000000000000000e+03 1.504080952145159245e-03 5.597992567345499992e-04 4.517402965575456619e-03 2.132132649421691895e-02 1.124348212033510208e-02 2.943246252834796906e-02 7.252005161717534065e-04 2.121610596077516675e-04 4.414227805682457983e-05 1.203138497658073902e-03 2.352222945773974061e-04 2.344317501410841942e-03 2.132132649421691895e-02 1.124348212033510208e-02 2.943246252834796906e-02 7.252005161717534065e-04 2.121610596077516675e-04 4.414227805682457983e-05
3.000000000000000000e+03 4.874765872955322266e-03 1.121642766520380974e-03 3.650061320513486862e-03 1.905862987041473389e-02 9.721844457089900970e-03 2.166668884456157684e-02 2.061192411929368973e-03 1.835319912061095238e-03 2.895113539125304669e-06 4.799999296665191650e-03 6.833521765656769276e-04 1.884353929199278355e-03 1.905862987041473389e-02 9.721844457089900970e-03 2.166668884456157684e-02 2.061192411929368973e-03 1.835319912061095238e-03 2.895113539125304669e-06
4.000000000000000000e+03 2.566567156463861465e-03 9.920729789882898331e-04 2.786797238513827324e-03 1.659540086984634399e-02 8.721707388758659363e-03 1.880061812698841095e-02 3.492928110063076019e-03 5.187831702642142773e-04 1.451583102607401088e-05 2.367014996707439423e-03 6.291577010415494442e-04 1.233382616192102432e-03 1.659540086984634399e-02 8.721707388758659363e-03 1.880061812698841095e-02 3.492928110063076019e-03 5.187831702642142773e-04 1.451583102607401088e-05
5.000000000000000000e+03 2.740136813372373581e-03 7.852002163417637348e-04 2.537722932174801826e-03 1.545806508511304855e-02 8.033136837184429169e-03 1.736474782228469849e-02 4.299193620681762695e-03 5.448164884001016617e-04 2.152343768102582544e-05 2.568303840234875679e-03 3.825784078799188137e-04 9.940986055880784988e-04 1.545806508511304855e-02 8.033136837184429169e-03 1.736474782228469849e-02 4.299193620681762695e-03 5.448164884001016617e-04 2.152343768102582544e-05
6.000000000000000000e+03 4.750664345920085907e-03 6.646279944106936455e-04 2.420261502265930176e-03 1.496006641536951065e-02 7.041284348815679550e-03 1.694878563284873962e-02 4.709288012236356735e-03 1.990405842661857605e-03 1.781888386176433414e-05 4.855139646679162979e-03 4.047787806484848261e-04 8.666978683322668076e-04 1.496006641536951065e-02 7.041284348815679550e-03 1.694878563284873962e-02 4.709288012236356735e-03 1.990405842661857605e-03 1.781888386176433414e-05
7.000000000000000000e+03 3.740783547982573509e-03 7.827574736438691616e-04 2.376856049522757530e-03 1.468300446867942810e-02 6.878506857901811600e-03 1.559457276016473770e-02 5.114967003464698792e-03 1.887250982690602541e-05 1.381954098178539425e-05 2.996661467477679253e-03 2.883255365304648876e-04 9.110735263675451279e-04 1.468300446867942810e-02 6.878506857901811600e-03 1.559457276016473770e-02 5.114967003464698792e-03 1.887250982690602541e-05 1.381954098178539425e-05
8.000000000000000000e+03 5.478394217789173126e-03 1.875045127235352993e-03 2.497623208910226822e-03 1.469790283590555191e-02 6.129228509962558746e-03 1.537495199590921402e-02 5.099906586110591888e-03 3.911172098014503717e-04 2.359237623750232160e-05 4.626959096640348434e-03 1.310495776124298573e-03 8.297109743580222130e-04 1.469790283590555191e-02 6.129228509962558746e-03 1.537495199590921402e-02 5.099906586110591888e-03 3.911172098014503717e-04 2.359237623750232160e-05
9.000000000000000000e+03 1.163995708338916302e-03 5.634743720293045044e-04 2.383891958743333817e-03 1.454810518771409988e-02 6.023605819791555405e-03 1.423758082091808319e-02 5.416167899966239929e-03 5.012829569750465453e-05 1.400221572112059221e-05 7.503545493818819523e-04 4.646898014470934868e-04 7.949462742544710636e-04 1.454810518771409988e-02 6.023605819791555405e-03 1.423758082091808319e-02 5.416167899966239929e-03 5.012829569750465453e-05 1.400221572112059221e-05
